Syntax version=4
Sun Jul 23 22:56:50 2017
Starting process (3914065 clocks per sec)

LogRawData=false
VarHeader=1
D:		ang_acc	Acc_data[0]	Gyro_data[0]	state_vector[0]	w_rad	state_vector[1]	state_vector[2]	state_vector[3]	switch_flag
D:	time(ms)	(0x20003da0,6)	(0x20003dc4,6)	(0x20003dd0,6)	(0x20003d8c,6)	(0x20003d88,6)	(0x20003d90,6)	(0x20003d94,6)	(0x20003d98,6)	(0x20003da4,0)
D:	6339.75	0.000000	35.990002	-8.303750	0.024278	-1.218339	8.303750	0.000000	-1.256503	1
D:	6340.85	0.000000	35.990002	-8.303750	0.024278	-1.218339	8.303750	0.000000	-1.256503	1
D:	6341.96	0.000000	43.920002	-8.303750	-3.516928	-1.218339	8.303750	0.000000	-1.256503	1
D:	6343.09	0.000000	43.920002	-8.303750	-3.516928	-1.218339	8.303750	0.000000	-1.256503	1
D:	6344.20	0.000000	43.920002	-8.303750	-3.516928	-1.218339	8.303750	0.000000	-1.256503	1
D:	6345.34	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6346.45	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6347.54	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6348.54	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6349.54	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6350.55	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6351.55	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6352.55	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6353.55	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6354.55	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6355.55	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6356.55	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6357.58	0.000000	43.920002	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6358.56	0.000000	41.297001	-12.258750	-3.516928	-1.283938	12.258750	0.000000	-1.218339	1
D:	6359.55	0.000000	41.297001	-12.258750	0.475529	-1.283938	12.258750	0.000000	-1.218339	1
D:	6360.55	0.000000	41.297001	-12.258750	0.475529	-1.283938	12.258750	0.000000	-1.218339	1
D:	6361.55	0.000000	41.297001	-12.258750	0.475529	-1.283938	12.258750	0.000000	-1.218339	1
D:	6362.55	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6363.55	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6364.55	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6365.55	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6366.61	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6367.60	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6368.59	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6369.59	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6370.59	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6371.59	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6372.59	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6373.61	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6374.61	0.000000	41.297001	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6375.62	0.000000	39.833000	-10.465000	0.475529	-1.220237	10.465000	0.000000	-1.283938	1
D:	6376.61	0.000000	39.833000	-10.465000	-3.435371	-1.220237	10.465000	0.000000	-1.283938	1
D:	6377.61	0.000000	39.833000	-10.465000	-3.435371	-1.220237	10.465000	0.000000	-1.283938	1
D:	6378.61	0.000000	39.833000	-10.465000	-3.435371	-1.220237	10.465000	0.000000	-1.283938	1
D:	6379.59	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6380.61	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6381.63	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6382.64	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6383.64	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6384.65	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6385.63	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6386.64	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6387.63	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6388.64	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6389.65	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6390.65	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6391.63	0.000000	39.833000	-10.561250	-3.435371	-1.290881	10.561250	0.000000	-1.220237	1
D:	6392.73	0.000000	28.182001	-10.561250	-5.469945	-1.290881	10.561250	0.000000	-1.220237	1
D:	6393.73	0.000000	28.182001	-10.561250	-5.469945	-1.290881	10.561250	0.000000	-1.220237	1
D:	6394.72	0.000000	28.182001	-10.561250	-5.469945	-1.290881	10.561250	0.000000	-1.220237	1
D:	6395.72	0.000000	28.182001	-11.305000	-5.469945	-1.290881	10.561250	0.000000	-1.220237	1
D:	6396.72	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6397.72	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6398.71	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6399.71	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6400.71	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6401.71	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6402.69	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6403.68	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6404.69	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6405.67	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6406.68	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6407.69	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6408.68	0.000000	28.182001	-11.305000	-5.469945	-1.428296	11.305000	0.000000	-1.290881	1
D:	6409.68	0.000000	16.775000	-11.305000	-1.099552	-1.428296	11.305000	0.000000	-1.290881	1
D:	6410.69	0.000000	16.775000	-11.305000	-1.099552	-1.428296	11.305000	0.000000	-1.290881	1
D:	6411.74	0.000000	16.775000	-11.305000	-1.099552	-1.428296	11.305000	0.000000	-1.290881	1
D:	6412.73	0.000000	16.775000	-12.293750	-1.099552	-1.428296	11.305000	0.000000	-1.290881	1
D:	6413.74	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6414.73	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6415.73	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6416.74	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6417.72	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6418.73	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6419.74	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6420.72	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6421.72	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6422.72	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6423.73	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6424.72	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6425.74	0.000000	16.775000	-12.293750	-1.099552	-1.410567	12.293750	0.000000	-1.428296	1
D:	6426.72	0.000000	65.636002	-12.293750	0.167478	-1.410567	12.293750	0.000000	-1.428296	1
D:	6427.72	0.000000	65.636002	-12.293750	0.167478	-1.410567	12.293750	0.000000	-1.428296	1
D:	6428.74	0.000000	65.636002	-12.293750	0.167478	-1.410567	12.293750	0.000000	-1.428296	1
D:	6429.75	0.000000	65.636002	-14.533751	0.167478	-1.410567	12.293750	0.000000	-1.428296	1
D:	6430.77	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6431.78	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6432.79	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6433.81	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6434.80	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6435.80	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6436.79	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6437.79	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6438.80	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6439.79	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6440.76	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6441.75	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6442.75	0.000000	65.636002	-14.533751	0.167478	-1.338769	14.533751	0.000000	-1.410567	1
D:	6443.75	0.000000	36.783001	-14.533751	3.874547	-1.338769	14.533751	0.000000	-1.410567	1
D:	6444.75	0.000000	36.783001	-14.533751	3.874547	-1.338769	14.533751	0.000000	-1.410567	1
D:	6445.75	0.000000	36.783001	-14.533751	3.874547	-1.338769	14.533751	0.000000	-1.410567	1
D:	6446.75	0.000000	36.783001	-9.003750	3.874547	-1.338769	14.533751	0.000000	-1.410567	1
D:	6447.75	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6448.72	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6449.70	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6450.68	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6451.67	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6452.65	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6453.63	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6454.60	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6455.58	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6456.58	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6457.54	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6458.50	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6459.48	0.000000	36.783001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6460.44	0.000000	10.492001	-9.003750	3.874547	-1.164683	9.003750	0.000000	-1.338769	1
D:	6461.41	0.000000	10.492001	-9.003750	-7.872127	-1.164683	9.003750	0.000000	-1.338769	1
D:	6462.42	0.000000	10.492001	-9.003750	-7.872127	-1.164683	9.003750	0.000000	-1.338769	1
D:	6463.42	0.000000	10.492001	-9.003750	-7.872127	-1.164683	9.003750	0.000000	-1.338769	1
D:	6464.42	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6465.41	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6466.42	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6467.42	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6468.42	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6469.41	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6470.42	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6471.41	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6472.42	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6473.41	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6474.42	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6475.42	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6476.42	0.000000	10.492001	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6477.42	0.000000	29.097000	-11.453750	-7.872127	-1.384125	11.453750	0.000000	-1.164683	1
D:	6478.42	0.000000	29.097000	-11.453750	-0.804773	-1.384125	11.453750	0.000000	-1.164683	1
D:	6479.41	0.000000	29.097000	-11.453750	-0.804773	-1.384125	11.453750	0.000000	-1.164683	1
D:	6480.42	0.000000	29.097000	-11.453750	-0.804773	-1.384125	11.453750	0.000000	-1.164683	1
D:	6481.41	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6482.42	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6483.41	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6484.42	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6485.41	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6486.42	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6487.41	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6488.42	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6489.41	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6490.42	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6491.41	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6492.42	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6493.40	0.000000	29.097000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6494.42	0.000000	38.430000	-9.817500	-0.804773	-1.367653	9.817500	0.000000	-1.384125	1
D:	6495.42	0.000000	38.430000	-9.817500	3.170120	-1.367653	9.817500	0.000000	-1.384125	1
D:	6496.42	0.000000	38.430000	-9.817500	3.170120	-1.367653	9.817500	0.000000	-1.384125	1
D:	6497.46	0.000000	38.430000	-9.817500	3.170120	-1.367653	9.817500	0.000000	-1.384125	1
D:	6498.49	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6499.53	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6500.56	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6501.64	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6502.66	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6503.72	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6504.74	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6505.78	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6506.82	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6507.84	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6508.84	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6509.89	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6510.95	0.000000	38.430000	-12.398750	3.170120	-1.202169	12.398750	0.000000	-1.367653	1
D:	6511.97	0.000000	41.785000	-12.398750	5.402435	-1.202169	12.398750	0.000000	-1.367653	1
D:	6513.00	0.000000	41.785000	-12.398750	5.402435	-1.202169	12.398750	0.000000	-1.367653	1
D:	6514.10	0.000000	41.785000	-12.398750	5.402435	-1.202169	12.398750	0.000000	-1.367653	1
D:	6515.26	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6516.38	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6517.43	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6518.43	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6519.44	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6520.44	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6521.44	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6522.44	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6523.44	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6524.44	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6525.43	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6526.44	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6527.44	0.000000	41.785000	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6528.45	0.000000	64.598999	-14.157500	5.402435	-0.951431	14.157500	0.000000	-1.202169	1
D:	6529.47	0.000000	64.598999	-14.157500	0.177143	-0.951431	14.157500	0.000000	-1.202169	1
D:	6530.47	0.000000	64.598999	-14.157500	0.177143	-0.951431	14.157500	0.000000	-1.202169	1
D:	6531.55	0.000000	64.598999	-14.157500	0.177143	-0.951431	14.157500	0.000000	-1.202169	1
D:	6532.63	0.000000	64.598999	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6533.69	0.000000	64.598999	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6534.74	0.000000	64.598999	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6535.80	0.000000	64.598999	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6536.87	0.000000	64.598999	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6537.88	0.000000	64.598999	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6538.94	0.000000	64.598999	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6539.97	0.000000	64.598999	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6541.01	0.000000	64.598999	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6542.08	0.000000	64.598999	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6543.10	0.000000	64.598999	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6544.17	0.000000	64.598999	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6545.26	0.000000	19.093000	-5.976250	0.177143	-0.918501	5.976250	0.000000	-0.951431	1
D:	6546.37	0.000000	19.093000	-5.976250	14.177520	-0.918501	5.976250	0.000000	-0.951431	1
D:	6547.45	0.000000	19.093000	-5.976250	14.177520	-0.918501	5.976250	0.000000	-0.951431	1
D:	6548.54	0.000000	19.093000	-5.976250	14.177520	-0.918501	5.976250	0.000000	-0.951431	1
D:	6549.58	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6550.61	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6551.65	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6552.67	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6553.70	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6554.74	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6555.75	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6556.80	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6557.80	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6558.77	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6559.83	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6560.83	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6561.83	0.000000	19.093000	-2.327500	14.177520	-0.419703	2.327500	0.000000	-0.918501	1
D:	6562.85	0.000000	44.529999	-2.327500	-4.557112	-0.419703	2.327500	0.000000	-0.918501	1
D:	6563.81	0.000000	44.529999	-2.327500	-4.557112	-0.419703	2.327500	0.000000	-0.918501	1
D:	6564.79	0.000000	44.529999	-2.327500	-4.557112	-0.419703	2.327500	0.000000	-0.918501	1
D:	6565.79	0.000000	44.529999	-6.772500	-4.557112	-0.419703	2.327500	0.000000	-0.918501	1
D:	6566.80	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6567.80	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6568.81	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6569.79	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6570.80	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6571.80	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6572.80	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6573.81	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6574.79	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6575.80	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6576.81	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6577.80	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6578.80	0.000000	44.529999	-6.772500	-4.557112	-0.545855	6.772500	0.000000	-0.419703	1
D:	6579.81	0.000000	18.056000	-6.772500	-3.647877	-0.545855	6.772500	0.000000	-0.419703	1
D:	6580.79	0.000000	18.056000	-6.772500	-3.647877	-0.545855	6.772500	0.000000	-0.419703	1
D:	6581.80	0.000000	18.056000	-6.772500	-3.647877	-0.545855	6.772500	0.000000	-0.419703	1
D:	6582.80	0.000000	18.056000	3.368750	-3.647877	-0.545855	6.772500	0.000000	-0.419703	1
D:	6583.81	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6584.79	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6585.80	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6586.80	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6587.82	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6588.81	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6589.79	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6590.80	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6591.80	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6592.81	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6593.79	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6594.83	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6595.83	0.000000	18.056000	3.368750	-3.647877	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6596.80	0.000000	35.014000	3.368750	-6.004130	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6597.81	0.000000	35.014000	3.368750	-6.004130	-0.687701	-3.368750	0.000000	-0.545855	1
D:	6598.79	0.000000	35.014000	3.368750	-6.004130	-0.687701	-3.368750	0.000000	-0.545855	1
