Syntax version=4
Sun Jul 23 22:56:50 2017
Starting process (3914065 clocks per sec)

LogRawData=false
VarHeader=1
D:		ang_acc	Acc_data[0]	Gyro_data[0]	state_vector[0]	w_rad	state_vector[1]	state_vector[2]	state_vector[3]	switch_flag
D:	time(ms)	(0x20003da0,6)	(0x20003dc4,6)	(0x20003dd0,6)	(0x20003d8c,6)	(0x20003d88,6)	(0x20003d90,6)	(0x20003d94,6)	(0x20003d98,6)	(0x20003da4,0)
D:	3921.04	0.000000	29.524000	11.016250	-4.456053	-0.036783	-11.016250	0.000000	0.167694	1
D:	3922.02	0.000000	29.524000	11.016250	-4.456053	-0.036783	-11.016250	0.000000	0.167694	1
D:	3923.05	0.000000	29.524000	11.016250	-4.456053	-0.036783	-11.016250	0.000000	0.167694	1
D:	3924.03	0.000000	29.524000	11.016250	-4.456053	-0.036783	-11.016250	0.000000	0.167694	1
D:	3925.03	0.000000	29.524000	11.016250	-4.456053	-0.036783	-11.016250	0.000000	0.167694	1
D:	3926.03	0.000000	29.524000	11.016250	-4.456053	-0.036783	-11.016250	0.000000	0.167694	1
D:	3927.04	0.000000	29.524000	11.016250	-4.456053	-0.036783	-11.016250	0.000000	0.167694	1
D:	3928.02	0.000000	29.524000	11.016250	-4.456053	-0.036783	-11.016250	0.000000	0.167694	1
D:	3929.01	0.000000	29.524000	11.016250	-4.456053	-0.036783	-11.016250	0.000000	0.167694	1
D:	3930.01	0.000000	19.886000	11.016250	-4.456053	-0.036783	-11.016250	0.000000	0.167694	1
D:	3930.99	0.000000	19.886000	11.016250	-7.516772	-0.036783	-11.016250	0.000000	0.167694	1
D:	3931.99	0.000000	19.886000	11.016250	-7.516772	-0.036783	-11.016250	0.000000	0.167694	1
D:	3932.99	0.000000	19.886000	11.016250	-7.516772	-0.036783	-11.016250	0.000000	0.167694	1
D:	3934.00	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3935.00	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3935.99	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3937.00	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3937.97	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3938.95	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3939.95	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3940.95	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3941.95	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3942.95	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3943.95	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3944.95	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3945.95	0.000000	19.886000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3946.95	0.000000	19.093000	14.813750	-7.516772	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3947.95	0.000000	19.093000	14.813750	3.648735	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3948.99	0.000000	19.093000	14.813750	3.648735	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3950.00	0.000000	19.093000	14.813750	3.648735	-0.364547	-14.813750	0.000000	-0.036783	1
D:	3950.99	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3952.02	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3953.04	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3954.03	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3955.03	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3956.03	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3957.03	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3958.03	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3959.03	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3960.03	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3961.03	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3962.03	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3963.03	0.000000	19.093000	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3964.02	0.000000	59.230999	12.591250	3.648735	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3965.01	0.000000	59.230999	12.591250	-4.024875	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3965.99	0.000000	59.230999	12.591250	-4.024875	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3966.99	0.000000	59.230999	12.591250	-4.024875	-0.297332	-12.591250	0.000000	-0.364547	1
D:	3967.99	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3969.01	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3970.02	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3970.99	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3971.99	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3973.01	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3974.00	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3974.99	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3975.99	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3976.99	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3978.07	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3979.13	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3980.26	0.000000	59.230999	9.108750	-4.024875	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3981.32	0.000000	45.445000	9.108750	-8.379169	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3982.41	0.000000	45.445000	9.108750	-8.379169	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3983.53	0.000000	45.445000	9.108750	-8.379169	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3984.63	0.000000	45.445000	5.425000	-8.379169	-0.478523	-9.108750	0.000000	-0.297332	1
D:	3985.69	0.000000	45.445000	5.425000	-8.379169	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3986.73	0.000000	45.445000	5.425000	-8.379169	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3987.86	0.000000	45.445000	5.425000	-8.379169	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3988.92	0.000000	45.445000	5.425000	-8.379169	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3990.00	0.000000	45.445000	5.425000	-8.379169	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3991.05	0.000000	45.445000	5.425000	-8.379169	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3992.08	0.000000	45.445000	5.425000	-8.379169	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3993.13	0.000000	45.445000	5.425000	-8.379169	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3994.25	0.000000	45.445000	5.425000	-8.379169	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3995.40	0.000000	45.445000	5.425000	-8.379169	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3996.48	0.000000	45.445000	5.425000	-8.379169	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3997.55	0.000000	45.445000	5.425000	-8.379169	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3998.61	0.000000	38.063999	5.425000	5.270154	-0.792958	-5.425000	0.000000	-0.478523	1
D:	3999.69	0.000000	38.063999	5.425000	5.270154	-0.792958	-5.425000	0.000000	-0.478523	1
D:	4000.81	0.000000	38.063999	5.425000	5.270154	-0.792958	-5.425000	0.000000	-0.478523	1
D:	4001.89	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4002.96	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4004.01	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4005.16	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4006.26	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4007.33	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4008.34	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4009.33	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4010.33	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4011.34	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4012.34	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4013.34	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4014.36	0.000000	38.063999	0.061250	5.270154	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4015.42	0.000000	4.087000	0.061250	-2.923700	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4016.42	0.000000	4.087000	0.061250	-2.923700	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4017.43	0.000000	4.087000	0.061250	-2.923700	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4018.43	0.000000	4.087000	-5.013750	-2.923700	-0.612226	-0.061250	0.000000	-0.792958	1
D:	4019.42	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4020.43	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4021.42	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4022.42	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4023.41	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4024.44	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4025.43	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4026.43	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4027.44	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4028.41	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4029.41	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4030.42	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4031.41	0.000000	4.087000	-5.013750	-2.923700	-0.690368	5.013750	0.000000	-0.612226	1
D:	4032.43	0.000000	30.683001	-5.013750	-7.898021	-0.690368	5.013750	0.000000	-0.612226	1
D:	4033.42	0.000000	30.683001	-5.013750	-7.898021	-0.690368	5.013750	0.000000	-0.612226	1
D:	4034.42	0.000000	30.683001	-5.013750	-7.898021	-0.690368	5.013750	0.000000	-0.612226	1
D:	4035.41	0.000000	30.683001	-0.096250	-7.898021	-0.690368	5.013750	0.000000	-0.612226	1
D:	4036.41	0.000000	30.683001	-0.096250	-7.898021	-0.962847	0.096250	0.000000	-0.690368	1
D:	4037.47	0.000000	30.683001	-0.096250	-7.898021	-0.962847	0.096250	0.000000	-0.690368	1
D:	4038.58	0.000000	30.683001	-0.096250	-7.898021	-0.962847	0.096250	0.000000	-0.690368	1
D:	4039.67	0.000000	30.683001	-0.096250	-7.898021	-0.962847	0.096250	0.000000	-0.690368	1
D:	4040.75	0.000000	30.683001	-0.096250	-7.898021	-0.962847	0.096250	0.000000	-0.690368	1
D:	4041.85	0.000000	30.683001	-0.096250	-7.898021	-0.962847	0.096250	0.000000	-0.690368	1
D:	4043.15	0.000000	30.683001	-0.096250	-7.898021	-0.962847	0.096250	0.000000	-0.690368	1
D:	4044.28	0.000000	30.683001	-0.096250	-7.898021	-0.962847	0.096250	0.000000	-0.690368	1
D:	4045.41	0.000000	30.683001	-0.096250	-7.898021	-0.962847	0.096250	0.000000	-0.690368	1
D:	4046.59	0.000000	30.683001	-0.096250	-7.898021	-0.962847	0.096250	0.000000	-0.690368	1
D:	4047.70	0.000000	30.683001	-0.096250	-7.898021	-0.962847	0.096250	0.000000	-0.690368	1
D:	4048.81	0.000000	32.390999	-0.096250	-7.898021	-0.962847	0.096250	0.000000	-0.690368	1
D:	4049.89	0.000000	32.390999	-0.096250	8.384121	-0.962847	0.096250	0.000000	-0.690368	1
D:	4050.99	0.000000	32.390999	-0.096250	8.384121	-0.962847	0.096250	0.000000	-0.690368	1
D:	4052.07	0.000000	32.390999	-0.096250	8.384121	-0.962847	0.096250	0.000000	-0.690368	1
D:	4053.16	0.000000	32.390999	-2.887500	8.384121	-0.661250	2.887500	0.000000	-0.962847	1
D:	4054.27	0.000000	32.390999	-2.887500	8.384121	-0.661250	2.887500	0.000000	-0.962847	1
D:	4055.44	0.000000	32.390999	-2.887500	8.384121	-0.661250	2.887500	0.000000	-0.962847	1
D:	4056.59	0.000000	32.390999	-2.887500	8.384121	-0.661250	2.887500	0.000000	-0.962847	1
D:	4057.72	0.000000	32.390999	-2.887500	8.384121	-0.661250	2.887500	0.000000	-0.962847	1
D:	4058.84	0.000000	32.390999	-2.887500	8.384121	-0.661250	2.887500	0.000000	-0.962847	1
D:	4059.99	0.000000	32.390999	-2.887500	8.384121	-0.661250	2.887500	0.000000	-0.962847	1
D:	4061.12	0.000000	32.390999	-2.887500	8.384121	-0.661250	2.887500	0.000000	-0.962847	1
D:	4062.37	0.000000	32.390999	-2.887500	8.384121	-0.661250	2.887500	0.000000	-0.962847	1
D:	4063.55	0.000000	32.390999	-2.887500	8.384121	-0.661250	2.887500	0.000000	-0.962847	1
D:	4064.74	0.000000	32.390999	-2.887500	8.384121	-0.661250	2.887500	0.000000	-0.962847	1
D:	4065.87	0.000000	52.154999	-2.887500	8.384121	-0.661250	2.887500	0.000000	-0.962847	1
D:	4066.99	0.000000	52.154999	-2.887500	-0.600827	-0.661250	2.887500	0.000000	-0.962847	1
D:	4068.10	0.000000	52.154999	-2.887500	-0.600827	-0.661250	2.887500	0.000000	-0.962847	1
D:	4069.28	0.000000	52.154999	-2.817500	-0.600827	-0.661250	2.887500	0.000000	-0.962847	1
D:	4070.42	0.000000	52.154999	-2.817500	-0.600827	-0.669507	2.817500	0.000000	-0.661250	1
D:	4071.56	0.000000	52.154999	-2.817500	-0.600827	-0.669507	2.817500	0.000000	-0.661250	1
D:	4072.75	0.000000	52.154999	-2.817500	-0.600827	-0.669507	2.817500	0.000000	-0.661250	1
D:	4073.86	0.000000	52.154999	-2.817500	-0.600827	-0.669507	2.817500	0.000000	-0.661250	1
D:	4074.97	0.000000	52.154999	-2.817500	-0.600827	-0.669507	2.817500	0.000000	-0.661250	1
D:	4076.09	0.000000	52.154999	-2.817500	-0.600827	-0.669507	2.817500	0.000000	-0.661250	1
D:	4077.38	0.000000	52.154999	-2.817500	-0.600827	-0.669507	2.817500	0.000000	-0.661250	1
D:	4078.55	0.000000	52.154999	-2.817500	-0.600827	-0.669507	2.817500	0.000000	-0.661250	1
D:	4079.65	0.000000	52.154999	-2.817500	-0.600827	-0.669507	2.817500	0.000000	-0.661250	1
D:	4080.78	0.000000	52.154999	-2.817500	-0.600827	-0.669507	2.817500	0.000000	-0.661250	1
D:	4081.89	0.000000	52.154999	-2.817500	-0.600827	-0.669507	2.817500	0.000000	-0.661250	1
D:	4083.00	0.000000	45.018002	-2.817500	-0.600827	-0.669507	2.817500	0.000000	-0.661250	1
D:	4084.12	0.000000	45.018002	-2.817500	-2.325773	-0.669507	2.817500	0.000000	-0.661250	1
D:	4085.27	0.000000	45.018002	-2.817500	-2.325773	-0.669507	2.817500	0.000000	-0.661250	1
D:	4086.42	0.000000	45.018002	0.918750	-2.325773	-0.669507	2.817500	0.000000	-0.661250	1
D:	4087.53	0.000000	45.018002	0.918750	-2.325773	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4088.65	0.000000	45.018002	0.918750	-2.325773	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4089.78	0.000000	45.018002	0.918750	-2.325773	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4090.91	0.000000	45.018002	0.918750	-2.325773	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4092.00	0.000000	45.018002	0.918750	-2.325773	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4093.13	0.000000	45.018002	0.918750	-2.325773	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4094.26	0.000000	45.018002	0.918750	-2.325773	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4095.47	0.000000	45.018002	0.918750	-2.325773	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4096.58	0.000000	45.018002	0.918750	-2.325773	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4097.59	0.000000	45.018002	0.918750	-2.325773	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4098.59	0.000000	45.018002	0.918750	-2.325773	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4099.59	0.000000	45.018002	0.918750	-2.325773	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4100.59	0.000000	14.518001	0.918750	-11.583735	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4101.59	0.000000	14.518001	0.918750	-11.583735	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4102.59	0.000000	14.518001	0.918750	-11.583735	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4103.59	0.000000	14.518001	-3.412500	-11.583735	-0.754538	-0.918750	0.000000	-0.669507	1
D:	4104.59	0.000000	14.518001	-3.412500	-11.583735	-1.138808	3.412500	0.000000	-0.754538	1
D:	4105.59	0.000000	14.518001	-3.412500	-11.583735	-1.138808	3.412500	0.000000	-0.754538	1
D:	4106.59	0.000000	14.518001	-3.412500	-11.583735	-1.138808	3.412500	0.000000	-0.754538	1
D:	4107.59	0.000000	14.518001	-3.412500	-11.583735	-1.138808	3.412500	0.000000	-0.754538	1
D:	4108.60	0.000000	14.518001	-3.412500	-11.583735	-1.138808	3.412500	0.000000	-0.754538	1
D:	4109.59	0.000000	14.518001	-3.412500	-11.583735	-1.138808	3.412500	0.000000	-0.754538	1
D:	4110.59	0.000000	14.518001	-3.412500	-11.583735	-1.138808	3.412500	0.000000	-0.754538	1
D:	4111.59	0.000000	14.518001	-3.412500	-11.583735	-1.138808	3.412500	0.000000	-0.754538	1
D:	4112.59	0.000000	14.518001	-3.412500	-11.583735	-1.138808	3.412500	0.000000	-0.754538	1
D:	4113.59	0.000000	14.518001	-3.412500	-11.583735	-1.138808	3.412500	0.000000	-0.754538	1
D:	4114.60	0.000000	14.518001	-3.412500	-11.583735	-1.138808	3.412500	0.000000	-0.754538	1
D:	4115.60	0.000000	14.518001	-3.412500	-11.583735	-1.138808	3.412500	0.000000	-0.754538	1
